customerID,risk_score,ensemble_probability,gb_probability,rf_probability,lr_probability,risk_level,monthly_revenue,annual_revenue_risk,tenure_months,contract_type,payment_method,actual_churn,priority_rank,churn_drivers,recommended_action
6771-XWBDM,53.9,0.5392,0.4316,0.6233,0.6818,High,104.5,1254.0,57,Month-to-month,Credit card (automatic),1,1875,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
7483-IQWIB,53.9,0.5385,0.3944,0.6479,0.7347,High,92.95,1115.4,37,Month-to-month,Electronic check,0,1876,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5950-AAAGJ,53.9,0.5385,0.3943,0.6277,0.7652,High,84.3,1011.6,18,Month-to-month,Bank transfer (automatic),0,1877,Month-to-month contract | Fiber optic (premium price risk) | Low engagement (2 services),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
9462-MJUAW,53.8,0.5377,0.3727,0.7257,0.6684,High,50.4,604.8,4,Month-to-month,Mailed check,1,1878,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0531-ZZJWQ,53.8,0.5379,0.4434,0.6356,0.6277,High,74.0,888.0,55,Month-to-month,Electronic check,0,1879,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0611-DFXKO,53.8,0.538,0.3581,0.691,0.7582,High,89.0,1068.0,20,Month-to-month,Mailed check,1,1880,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8660-BUETV,53.8,0.5377,0.3959,0.7161,0.6246,High,44.75,537.0,3,Month-to-month,Mailed check,0,1881,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3481-JHUZH,53.8,0.5375,0.4172,0.662,0.6518,High,80.25,963.0,41,Month-to-month,Electronic check,0,1882,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0979-PHULV,53.8,0.5381,0.5063,0.5565,0.5903,High,99.45,1193.4,69,Month-to-month,Credit card (automatic),1,1883,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
7481-ATQQS,53.7,0.5368,0.4116,0.6205,0.7241,High,90.85,1090.2,49,Month-to-month,Credit card (automatic),1,1884,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
9261-WDCAF,53.7,0.5367,0.3835,0.6979,0.678,High,54.65,655.8,3,Month-to-month,Mailed check,0,1885,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7318-EIVKO,53.7,0.5368,0.4448,0.5026,0.8182,High,59.25,711.0,8,Month-to-month,Electronic check,0,1886,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4553-DVPZG,53.7,0.5371,0.4422,0.5957,0.6867,High,101.35,1216.2,62,Month-to-month,Electronic check,0,1887,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4061-UKJWL,53.7,0.5366,0.3858,0.7394,0.6095,High,45.45,545.4,3,Month-to-month,Mailed check,0,1888,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7580-UGXNC,53.7,0.537,0.4306,0.7177,0.532,High,54.85,658.2,2,Month-to-month,Mailed check,1,1889,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5295-PCJOO,53.6,0.5359,0.3806,0.7394,0.6189,High,49.4,592.8,4,Month-to-month,Electronic check,1,1890,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1142-WACZW,53.5,0.535,0.4328,0.6757,0.5795,High,29.85,358.2,2,Month-to-month,Bank transfer (automatic),1,1891,Month-to-month contract | New customer (0-12 months) | Low engagement (1 services),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
3838-OZURD,53.5,0.5352,0.4524,0.6099,0.6299,High,105.0,1260.0,66,Month-to-month,Credit card (automatic),1,1892,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
2309-OSFEU,53.5,0.5347,0.3831,0.6205,0.7848,High,33.9,406.8,10,Month-to-month,Mailed check,1,1893,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8019-ENHXU,53.5,0.5354,0.4048,0.669,0.6616,High,99.45,1193.4,42,Month-to-month,Electronic check,1,1894,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7562-UXTPG,53.5,0.5348,0.4193,0.6313,0.6788,High,70.15,841.8,13,Month-to-month,Mailed check,0,1895,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2842-JTCCU,53.4,0.5341,0.4478,0.7059,0.492,High,46.05,552.6,2,Month-to-month,Bank transfer (automatic),1,1896,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
6988-CJEYV,53.4,0.5337,0.4042,0.6316,0.7108,High,98.7,1184.4,49,Month-to-month,Electronic check,0,1897,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8685-WHQPW,53.4,0.5339,0.3846,0.6253,0.7701,High,74.4,892.8,22,Month-to-month,Bank transfer (automatic),1,1898,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
5119-KEPFY,53.4,0.5341,0.3933,0.625,0.7499,High,95.0,1140.0,36,Month-to-month,Bank transfer (automatic),0,1899,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
6656-JWRQX,53.4,0.5344,0.3869,0.6801,0.6846,High,30.55,366.6,1,Month-to-month,Mailed check,0,1900,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5998-VVEJY,53.3,0.5326,0.3773,0.7027,0.666,High,80.5,966.0,26,Month-to-month,Electronic check,1,1901,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5143-WMWOG,53.3,0.5332,0.4634,0.6419,0.5448,High,19.95,239.4,1,Month-to-month,Electronic check,1,1902,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5498-TXHLF,53.3,0.5335,0.4014,0.6545,0.6822,High,87.45,1049.4,34,Month-to-month,Electronic check,1,1903,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5609-IMCGG,53.3,0.533,0.4007,0.6258,0.7244,High,84.35,1012.2,15,Month-to-month,Credit card (automatic),0,1904,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
2070-FNEXE,53.2,0.5316,0.4177,0.6861,0.5846,High,76.45,917.4,7,Month-to-month,Bank transfer (automatic),1,1905,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
2049-BAFNW,53.2,0.5322,0.3869,0.6752,0.681,High,35.9,430.8,1,Month-to-month,Mailed check,0,1906,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5175-AOBHI,53.2,0.5318,0.3609,0.7345,0.655,High,46.0,552.0,4,Month-to-month,Mailed check,1,1907,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2378-VTKDH,53.2,0.5316,0.3929,0.6514,0.6989,High,104.35,1252.2,65,Month-to-month,Electronic check,0,1908,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5281-BUZGT,53.2,0.5319,0.3817,0.6787,0.6873,High,90.85,1090.2,36,Month-to-month,Electronic check,1,1909,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5141-ZUVBH,53.1,0.531,0.4205,0.7303,0.5083,High,93.0,1116.0,9,Month-to-month,Bank transfer (automatic),0,1910,Month-to-month contract | New customer (0-12 months) | Fiber optic (premium price risk),Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
8327-LZKAS,53.1,0.5312,0.4378,0.6393,0.6027,High,107.55,1290.6,43,One year,Electronic check,1,1911,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4800-VHZKI,53.1,0.531,0.456,0.6686,0.5119,High,19.9,238.8,1,Month-to-month,Mailed check,1,1912,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9904-EHEVJ,53.1,0.5315,0.4078,0.6473,0.6669,High,91.35,1096.2,32,Month-to-month,Mailed check,0,1913,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9699-UBQFS,53.1,0.5305,0.4096,0.6249,0.6911,High,94.5,1134.0,43,Month-to-month,Electronic check,0,1914,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0771-WLCLA,53.1,0.5312,0.4054,0.6282,0.7001,High,112.95,1355.4,16,Month-to-month,Electronic check,0,1915,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4465-VDKIQ,53.1,0.5312,0.4005,0.6581,0.668,High,77.8,933.6,18,Month-to-month,Electronic check,0,1916,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7579-OOPEC,53.1,0.531,0.4582,0.65,0.5344,High,50.15,601.8,2,Month-to-month,Credit card (automatic),1,1917,Month-to-month contract | New customer (0-12 months) | Senior customer,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
1895-QTKDO,53.0,0.5304,0.4456,0.6529,0.5586,High,43.95,527.4,1,Month-to-month,Credit card (automatic),0,1918,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
3956-MGXOG,53.0,0.5298,0.354,0.6989,0.7155,High,80.6,967.2,28,Month-to-month,Electronic check,0,1919,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5948-UJZLF,53.0,0.5301,0.3883,0.7272,0.5891,High,49.25,591.0,2,Month-to-month,Mailed check,0,1920,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8718-PTMEZ,53.0,0.5304,0.4364,0.6042,0.6548,High,31.05,372.6,13,Month-to-month,Electronic check,1,1921,Month-to-month contract | Manual payment method | Electronic check payment,Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5968-VXZLG,53.0,0.5299,0.4125,0.7126,0.549,High,46.6,559.2,2,Month-to-month,Bank transfer (automatic),0,1922,Month-to-month contract | New customer (0-12 months) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
5895-QSXOD,53.0,0.5298,0.3993,0.6092,0.7367,High,70.05,840.6,9,Month-to-month,Mailed check,0,1923,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3571-RFHAR,52.9,0.5291,0.461,0.5981,0.5961,High,109.15,1309.8,65,Month-to-month,Electronic check,1,1924,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9732-KPKBW,52.9,0.5294,0.3889,0.7014,0.6225,High,53.95,647.4,1,Month-to-month,Electronic check,1,1925,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4918-QLLIW,52.9,0.5289,0.4037,0.6834,0.6104,High,53.4,640.8,3,Month-to-month,Credit card (automatic),1,1926,Month-to-month contract | New customer (0-12 months) | Low engagement (1 services),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
2884-GBPFB,52.9,0.5291,0.3923,0.7196,0.5852,High,70.3,843.6,35,Month-to-month,Electronic check,1,1927,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5493-SDRDQ,52.9,0.5294,0.3972,0.7112,0.5874,High,55.1,661.2,2,Month-to-month,Mailed check,1,1928,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3987-KQDDU,52.9,0.5291,0.3876,0.6339,0.7259,High,75.6,907.2,9,Month-to-month,Electronic check,0,1929,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2604-IJPDU,52.9,0.5292,0.3917,0.7406,0.5558,High,96.55,1158.6,20,Month-to-month,Electronic check,0,1930,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5222-IMUKT,52.9,0.5288,0.3886,0.6549,0.69,High,91.05,1092.6,32,Month-to-month,Electronic check,0,1931,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3665-JATSN,52.8,0.5284,0.4357,0.5853,0.6746,High,39.7,476.4,19,Month-to-month,Electronic check,0,1932,Month-to-month contract | Manual payment method | Electronic check payment,Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4248-QPAVC,52.8,0.5278,0.3815,0.6423,0.7216,High,85.35,1024.2,17,Month-to-month,Bank transfer (automatic),1,1933,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
1582-RAFML,52.8,0.528,0.4321,0.6589,0.5711,High,60.1,721.2,1,Month-to-month,Mailed check,1,1934,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1346-UFHAX,52.7,0.5271,0.4128,0.5915,0.716,High,80.0,960.0,13,Month-to-month,Credit card (automatic),0,1935,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
0541-FITGH,52.7,0.5273,0.4196,0.6546,0.6056,High,62.15,745.8,2,Month-to-month,Mailed check,0,1936,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1156-ZFYDO,52.7,0.5273,0.4503,0.6395,0.5512,High,19.75,237.0,1,Month-to-month,Electronic check,0,1937,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
4828-FAZPK,52.7,0.527,0.4085,0.6139,0.6931,High,79.95,959.4,16,Month-to-month,Credit card (automatic),0,1938,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
4661-NJEUX,52.6,0.5256,0.4487,0.6667,0.5062,High,20.05,240.6,1,Month-to-month,Mailed check,0,1939,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2761-XECQW,52.6,0.526,0.4145,0.5218,0.811,High,43.35,520.2,8,Month-to-month,Mailed check,0,1940,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3815-SLMEF,52.6,0.5256,0.4049,0.6796,0.5965,High,34.25,411.0,3,Month-to-month,Mailed check,1,1941,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9269-CQOOL,52.6,0.5262,0.4081,0.6766,0.5958,High,54.7,656.4,3,Month-to-month,Credit card (automatic),1,1942,Month-to-month contract | New customer (0-12 months) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
5712-AHQNN,52.6,0.5262,0.4154,0.6365,0.6379,High,91.65,1099.8,43,Month-to-month,Electronic check,0,1943,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9732-EQMWY,52.5,0.5252,0.4236,0.6159,0.643,High,99.4,1192.8,49,Month-to-month,Electronic check,0,1944,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0114-PEGZZ,52.5,0.5246,0.3969,0.6068,0.7205,High,107.55,1290.6,33,Month-to-month,Electronic check,0,1945,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9272-LSVYH,52.5,0.5252,0.3993,0.5991,0.7291,High,70.15,841.8,10,Month-to-month,Mailed check,0,1946,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
5016-IBERQ,52.5,0.5253,0.3803,0.6591,0.6873,High,84.25,1011.0,23,Month-to-month,Electronic check,0,1947,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0778-NELLA,52.5,0.5248,0.3878,0.6256,0.7162,High,34.7,416.4,9,Month-to-month,Credit card (automatic),1,1948,Month-to-month contract | New customer (0-12 months) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
6543-CPZMK,52.5,0.5249,0.4038,0.5865,0.7356,High,29.95,359.4,9,Month-to-month,Electronic check,1,1949,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2369-FEVNO,52.5,0.5255,0.4487,0.6648,0.5084,High,19.9,238.8,1,Month-to-month,Mailed check,0,1950,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2947-DOMLJ,52.5,0.5246,0.4426,0.6968,0.4714,High,50.6,607.2,1,Month-to-month,Mailed check,1,1951,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8805-JNRAZ,52.5,0.5245,0.3883,0.7043,0.5954,High,49.2,590.4,2,Month-to-month,Mailed check,0,1952,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3807-XHCJH,52.4,0.524,0.4827,0.6162,0.4891,High,20.0,240.0,1,Month-to-month,Electronic check,0,1953,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
8563-OYMQY,52.4,0.524,0.3578,0.6657,0.727,High,90.95,1091.4,17,Month-to-month,Credit card (automatic),0,1954,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
1845-CSBRZ,52.4,0.524,0.4123,0.5722,0.731,High,85.35,1024.2,22,Month-to-month,Bank transfer (automatic),0,1955,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
6078-VESFR,52.4,0.524,0.4278,0.5703,0.6948,High,70.45,845.4,13,Month-to-month,Bank transfer (automatic),0,1956,Month-to-month contract | Fiber optic (premium price risk) | Senior customer,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
3132-TVFDZ,52.4,0.5242,0.4867,0.5875,0.5232,High,44.85,538.2,57,Month-to-month,Electronic check,1,1957,Month-to-month contract | Manual payment method | Electronic check payment,Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
2874-YXVVA,52.4,0.5238,0.3996,0.6423,0.6566,High,105.1,1261.2,34,Month-to-month,Electronic check,0,1958,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1670-SVOWZ,52.4,0.5239,0.3853,0.6847,0.629,High,89.65,1075.8,14,Month-to-month,Credit card (automatic),1,1959,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
2043-WVTQJ,52.4,0.5239,0.4214,0.6976,0.5194,High,55.7,668.4,1,Month-to-month,Mailed check,0,1960,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0256-LTHVJ,52.4,0.5244,0.3652,0.7005,0.658,High,81.05,972.6,28,Month-to-month,Electronic check,1,1961,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3082-VQXNH,52.3,0.5228,0.4297,0.6154,0.617,High,29.8,357.6,3,Month-to-month,Credit card (automatic),0,1962,Month-to-month contract | New customer (0-12 months) | Low engagement (1 services),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
4360-PNRQB,52.3,0.5233,0.3782,0.62,0.7409,High,75.6,907.2,18,Month-to-month,Bank transfer (automatic),0,1963,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
3969-GYXEL,52.3,0.5226,0.376,0.644,0.7069,High,76.4,916.8,11,Month-to-month,Electronic check,0,1964,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
0015-UOCOJ,52.3,0.5231,0.3811,0.6368,0.7077,High,48.2,578.4,7,Month-to-month,Electronic check,0,1965,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7718-RXDGG,52.3,0.5228,0.3999,0.594,0.7231,High,68.6,823.2,15,Month-to-month,Bank transfer (automatic),0,1966,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
5461-QKNTN,52.3,0.5228,0.4076,0.6023,0.6916,High,94.3,1131.6,43,Month-to-month,Electronic check,0,1967,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
7517-SAWMO,52.3,0.5228,0.3706,0.6851,0.6599,High,73.2,878.4,19,Month-to-month,Electronic check,1,1968,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1725-MIMXW,52.2,0.5225,0.4869,0.6223,0.4619,High,19.45,233.4,1,Month-to-month,Mailed check,1,1969,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
1323-OOEPC,52.2,0.5222,0.4029,0.6005,0.703,High,98.4,1180.8,53,Month-to-month,Credit card (automatic),1,1970,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
1472-TNCWL,52.2,0.5222,0.3869,0.6541,0.6624,High,94.7,1136.4,36,Month-to-month,Electronic check,0,1971,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
9971-ZWPBF,52.2,0.5225,0.3679,0.6463,0.7231,High,108.9,1306.8,34,Month-to-month,Electronic check,0,1972,Month-to-month contract | Manual payment method | Fiber optic (premium price risk),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
6145-NNPNO,52.2,0.522,0.4456,0.6385,0.5382,High,44.15,529.8,1,Month-to-month,Bank transfer (automatic),0,1973,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
5453-AXEPF,52.2,0.5219,0.3798,0.6318,0.7124,High,80.5,966.0,17,Month-to-month,Bank transfer (automatic),0,1974,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send product walkthrough sequence. Offer free 60-day trial of TechSupport or OnlineSecurity. Schedule check-in call within 5 days.
4026-SKKHW,52.1,0.5215,0.3709,0.7282,0.5876,High,50.25,603.0,3,Month-to-month,Mailed check,0,1975,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
3804-RVTGV,52.1,0.5213,0.3785,0.6677,0.6586,High,103.85,1246.2,50,Month-to-month,Bank transfer (automatic),1,1976,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Send satisfaction survey with direct CSM escalation. Offer annual contract renewal incentive.
3144-AUDBS,52.1,0.521,0.3439,0.7207,0.6641,High,49.15,589.8,6,Month-to-month,Electronic check,1,1977,Month-to-month contract | Manual payment method | New customer (0-12 months),Send targeted email offering 10% discount for switching to auto-payment. Personal follow-up call within 3 days if unread.
